proteinID_x	mutTol_0_x	mutTol_minus0_x	mutTol_plus0_x	bm_r_x	dm_r_x	proteinID_y	mutTol_0_y	mutTol_minus0_y	mutTol_plus0_y	bm_r_y	dm_r_y	Aggregation_x	length_x	Aggregation_y	length_y
G5BU33	0.29806164601207497	0.6469653638385764	0.6510962821734986	0.001271051795360661	0.002859866539561487	Q9D2L1	0.2526347485697079	0.6293285155073773	0.6233062330623306	0.0009033423667570009	0.002408912978018669	6.631341417910445	536	7.934468354430374	553
G5BUL9	0.3472415391747798	0.6863699582753825	0.6608715808993973	0.0	0.0002318034306907742	Q99PU7	0.34884264671498716	0.7000233808744447	0.6488192658405424	0.00023380874444704232	0.00023380874444704232	3.582186556927299	729	3.572063186813185	728
G5BV74	0.3378607809847199	0.6943972835314092	0.6434634974533107	0.004810413129598189	0.0019807583474816073	Q6P5E6	0.3347481607243916	0.7348613469156763	0.5998868138087153	0.0008488964346349745	0.0019807583474816073	5.288382207578251	607	3.407782752902156	603
G5BIU3	0.43732516318103104	0.7217263887038764	0.7155987744771547	0.0	0.0	Q8BRT1	0.4341424592120971	0.7077861785382676	0.7263562806738294	0.0	0.0	3.305968142968144	1287	3.351040435458786	1286
G5BBD7	0.43954659949622166	0.7670025188916877	0.672544080604534	0.020151133501259445	0.027707808564231738	Q9CPW3	0.5491698595146871	0.7803320561941252	0.768837803320562	0.0	0.019157088122605363	1.668478260869566	138	0.8386296296296296	135
G5BEZ3	0.5408805031446541	0.7624576681180455	0.7784228350266086	0.0	0.0	O54824	0.5402194964493221	0.7691413815364752	0.771078114912847	0.0	0.0	1.0152237120677496	1417	1.284397125567322	1322
G5C0N2	0.48049701163888014	0.8055992450456119	0.6748977665932683	0.0	0.0	Q68FE9	0.588976120379457	0.8022571148184494	0.7867190055610075	0.0	0.0	0.4958334883720929	1075	0.3649427184466024	1030
G5BM72	0.4995705697108503	0.732608073289436	0.7669624964214142	0.0	0.0017177211565989122	Q07968	0.34565998972778633	0.6602465331278891	0.6854134565998973	0.020030816640986132	0.0017976373908577298	0.6639966832504144	603	2.280016442451421	669
G5C8Y9	0.3196762141967621	0.6821917808219178	0.6374844333748443	0.0	0.0	A2RT67	0.2965333333333333	0.6813333333333333	0.6152	0.0	0.0	6.626335289801902	1363	5.094905023547887	1274
G5BPB4	0.19145299145299147	0.6267806267806267	0.5646723646723647	0.041595441595441596	0.040455840455840456	Q791V5	0.12178387650085763	0.6477987421383647	0.47398513436249284	0.049170954831332186	0.03659233847913093	10.790138613861384	303	11.58958415841584	303
G5ASQ9	0.4282204282204282	0.7335907335907336	0.6946296946296946	0.0	0.006669006669006669	Q9JIW4	0.4367132867132867	0.7318181818181818	0.7048951048951049	0.0	0.006993006993006993	1.5308620689655168	493	1.22466129032258	496
G5BK11	0.8342293906810035	0.9453405017921147	0.8888888888888888	0.0	0.0035842293906810036	D3YYM0	0.7377938517179023	0.8661844484629295	0.8716094032549728	0.0	0.006329113924050633	0.005	191	0.0183068783068783	189
G5ATD5	0.4870116156282999	0.7220696937697993	0.7649419218585005	0.0	0.00021119324181626187	P29352	0.04517497348886532	0.3306468716861082	0.7145281018027572	0.00021208907741251324	0.00021208907741251324	2.592955390334573	807	3.792759351620945	802
G5AZP1	0.34202127659574466	0.7162234042553192	0.6257978723404255	0.0	0.0013297872340425532	E9QAF4	0.498539176626826	0.7264276228419655	0.7721115537848605	0.0	0.0013280212483399733	1.996354938271604	648	2.056410493827161	648
G5C5T3	0.5053346265761397	0.7161332040090527	0.7892014225670869	0.0019398642095053346	0.0019398642095053346	P38532	0.5471881060116355	0.7385261797026503	0.8086619263089851	0.0019392372333548805	0.0022624434389140274	2.1435456273764246	526	2.088969523809523	525
G5BTY0	1.0	1.0	1.0	0.0	0.0	Q4FZG8	0.35490394337714865	0.7472194135490394	0.6076845298281092	0.2558139534883721	0.022244691607684528	10.885932835820896	134	7.767267857142859	168
G5BBX6	0.24398340248962655	0.6460580912863071	0.5979253112033195	0.006224066390041493	0.012863070539419087	Q8C152	0.3614020950846092	0.6704270749395649	0.6909750201450443	0.0056406124093473006	0.014101531023368252	3.3959513381995103	411	3.148459016393443	427
G5BED3	0.28612005302026133	0.6354857034652528	0.6506343495550085	0.0003787161522438932	0.0007574323044877864	Q68FL6	0.21516122949273997	0.677541014520083	0.537620214972657	0.0	0.00018857250612860644	4.847497777777772	900	4.5560399113082095	902
G5C2L1	0.4601889338731444	0.7678812415654521	0.6923076923076923	0.07827260458839407	0.032388663967611336	Q9D9P8	0.31687898089171973	0.6656050955414012	0.6512738853503185	0.09872611464968153	0.04617834394904458	19.7618515625	128	20.657657407407413	108
G5B1C9	0.47176522899066253	0.6976433970653624	0.7741218319253002	0.0	0.0008892841262783459	P97302	0.45540447107628484	0.6950910348006453	0.7603134362756395	0.0	0.0004609356994699239	0.9557841352405716	769	1.3740784844384295	739
G5B578	0.3244859813084112	0.6549532710280374	0.6695327102803739	0.012336448598130842	0.0097196261682243	Q3UHG7	0.3048368953880765	0.6422947131608548	0.6625421822272216	0.008248968878890138	0.010498687664041995	7.415742857142862	455	7.421723076923076	455
G5C6V1	0.6523605150214592	0.9098712446351931	0.7424892703862661	0.0	0.004291845493562232	Q9CR98	0.6344485749690211	0.8029739776951673	0.8314745972738538	0.0	0.007434944237918215	0.0058898305084745	118	0.0093478260869565	138
G5BXP3	1.0	1.0	1.0	0.0	0.0	Q2TB02	0.28609341825902335	0.695859872611465	0.5902335456475584	0.0	0.014861995753715499	1.8303698630137	438	2.7443027522935783	327
G5B1Z5	0.32440626579080345	0.651844365841334	0.6725618999494695	0.013643254168772108	0.01869631126831733	Q80YW5	0.41475826972010177	0.697928026172301	0.7168302435478008	0.0	0.007997091966557615	3.514801775147928	338	2.4296638477801262	473
G5C585	0.31085637221847606	0.6374466172173522	0.6734097550011239	0.0004495392222971454	0.0004495392222971454	Q99KC8	0.245016077170418	0.6983922829581993	0.5466237942122186	0.02658092175777063	0.0	7.942441059602657	755	6.677612862547286	793
G5B5K5	0.5825035561877667	0.7994310099573257	0.783072546230441	0.010668563300142247	0.007823613086770981	Q9WTP6	0.5209368346344926	0.7693399574166075	0.751596877217885	0.0113555713271824	0.0099361249112846	4.147970711297071	239	4.150267782426778	239
G5BL79	0.2346072186836518	0.6157820240622789	0.618825194621373	0.0	0.0	Q80TA9	0.246684350132626	0.6185676392572944	0.6281167108753316	0.0	0.0	9.619877432712231	2415	8.895446734059114	2572
G5BDI0	0.0	1.0	0.0	0.0	0.0	Q9EQY0	0.3594919088219941	0.6721767878893335	0.6873151209326606	0.0	0.0	5.755978033472807	956	6.460838280450356	977
G5BS98	0.4968304278922345	0.7202852614896988	0.7765451664025357	0.0	0.010301109350237718	Q9JLK4	0.4813343923749007	0.7315329626687848	0.749801429706116	0.0	0.009531374106433678	0.3662546296296294	216	0.3641018518518519	216
G5AV43	0.3152266894781865	0.6578272027373824	0.6573994867408041	0.008982035928143712	0.011120615911035072	Q9CY64	0.2025462962962963	0.6811342592592593	0.5214120370370371	0.13136574074074073	0.009259259259259259	7.6127849999999935	400	5.794047457627119	295
G5BWP3	0.25226586102719034	0.6324269889224572	0.6198388721047331	0.03272910372608258	0.011581067472306143	Q9WTV6	0.27365491651205937	0.6600185528756958	0.6136363636363636	0.02829313543599258	0.008348794063079777	11.256498525073743	339	9.391807065217389	368
G5BMQ1	0.36324167872648333	0.6599131693198264	0.703328509406657	0.03183791606367583	0.03762662807525326	Q9CR04	0.43722943722943725	0.6738816738816739	0.7633477633477633	0.023088023088023088	0.05339105339105339	5.125534482758619	116	1.4178803418803416	117
G5BEM7	0.6074270557029178	0.7374005305039788	0.870026525198939	0.0	0.010610079575596816	P51162	0.5811170212765957	0.7632978723404256	0.8178191489361702	0.0	0.010638297872340425	0.0274609374999999	128	0.0388125	128
G5B308	0.4780042918454936	0.7092274678111588	0.7687768240343348	0.002682403433476395	0.000536480686695279	Q8R4V4	0.45631825273010923	0.7418096723868954	0.7145085803432137	0.0033801352054082163	0.00078003120124805	4.296162717219593	633	5.120304281345563	654
G5ARK0	0.22466960352422907	0.6340675477239354	0.5906020558002937	0.001762114537444934	0.0005873715124816446	Q9DC48	0.20802812774685028	0.6563140931731615	0.5517140345736888	0.0023439789041898623	0.0008789920890711983	3.9972452504317815	579	3.697205526770296	579
G5AL01	0.4843601895734597	0.7639810426540284	0.7203791469194313	0.018957345971563982	0.029383886255924172	P48299	0.535483870967742	0.7653225806451613	0.7701612903225806	0.020967741935483872	0.01935483870967742	5.918841530054644	183	4.29209813084112	214
G5BSW1	0.42181868588855004	0.6724424729692265	0.7493762129193235	0.0	0.0	P08032	0.46289703315881325	0.7014310645724259	0.7614659685863875	0.0	0.0	1.30201433838591	2441	1.440990062111803	2415
G5B5F2	0.5178762006403416	0.7221184631803629	0.7957577374599787	0.0	0.0	O35973	0.5175612988734261	0.7267064280980782	0.7908548707753479	0.0	0.0	2.1875666406858945	1283	1.984501936483346	1291
G5BHY1	0.19970774476376035	0.599123234291281	0.6005845104724793	0.0	0.017048222113979543	Q8R059	0.24021526418786693	0.6262230919765166	0.6139921722113503	0.0	0.018101761252446183	0.5974195402298853	348	0.7733371757925069	347
G5BM12	0.5457916203188728	0.7601038190582128	0.78568780126066	0.0	0.0037078235076010383	Q9ERH4	0.7349541650059784	0.8796333200478278	0.8553208449581506	0.0	0.0015942606616181746	0.5412993492407809	461	0.2483770491803278	427
G5BPC2	0.39516503951650395	0.6494653649465365	0.7456996745699674	0.0	0.01208740120874012	Q99J79	0.3875541551792044	0.665222528554549	0.7223316266246553	0.0	0.00669554942890902	1.4528575342465753	365	3.3705787037037034	432
G5BA84	0.270081490104773	0.6344586728754366	0.6356228172293364	0.048894062863795114	0.03841676367869616	Q78YY6	0.29838709677419356	0.6705069124423964	0.6278801843317973	0.05184331797235023	0.02880184331797235	6.216208053691273	149	7.907604026845636	149
G5BCJ1	0.597497842968076	0.8429680759275238	0.7545297670405522	0.0	0.0008628127696289905	E9PV82	0.5434317501069748	0.8232777064612752	0.7201540436456996	0.0	0.0	0.5136892230576441	399	0.9162213930348256	402
G5APH5	0.20371425316167255	0.6388287569784664	0.5648854961832062	0.0	0.0	Q9JL70	0.2718527315914489	0.6586698337292162	0.6131828978622328	0.0	0.0	6.6918731739707855	1506	7.499120917303676	1439
G5ASE0	0.21254125412541255	0.5984598459845984	0.6140814081408141	0.0	0.0008800880088008801	Q80ZJ6	0.22390317700453857	0.5977955478711908	0.6261076291333477	0.0	0.0004322455154527772	6.160292428198432	766	5.188779204107831	779
G5BJW4	0.3635652853792025	0.6684910086004691	0.6950742767787333	0.02501954652071931	0.02501954652071931	D3Z393	0.21556420233463036	0.6295719844357976	0.5859922178988327	0.020233463035019456	0.02178988326848249	3.782635944700461	217	5.993294930875575	217
G5AW64	0.16256476683937823	0.5718911917098446	0.5906735751295337	0.0	0.03821243523316062	Q3URF8	0.1800518134715026	0.586139896373057	0.5939119170984456	0.0	0.03756476683937824	1.3471807692307678	260	1.3354307692307694	260
G5BXH2	0.0	1.0	0.0	0.0	0.0	Q8C159	0.3498339873226683	0.655900996076064	0.6939329912466042	0.009658919408391186	0.003622094778146695	9.552483766233772	310	7.162788732394367	568
G5C760	0.5094488188976378	0.705511811023622	0.8039370078740158	0.029921259842519685	0.01968503937007874	Q5XFZ0	0.4496062992125984	0.6795275590551181	0.7700787401574803	0.03937007874015748	0.01732283464566929	4.649755760368665	217	5.541580645161292	217
G5B9Z2	0.22291361639824306	0.6522693997071742	0.5706442166910688	0.0	0.008784773060029283	Q6NXM2	0.23656260057933698	0.6388799485033795	0.5976826520759575	0.0	0.005149662053427744	4.081079229122059	467	3.7693822975517928	531
G5BUU3	0.31545124336406816	0.7250628667225482	0.59038837664152	0.0005588153115395362	0.0011176306230790724	Q9CZW5	0.33573407202216066	0.7193905817174515	0.6163434903047091	0.00110803324099723	0.0019390581717451524	2.524343185550082	609	1.7576481178396068	611
G5AMY9	0.29745989304812837	0.6167929292929293	0.6806669637551991	0.0	0.0	Q9JLC8	0.03669156978029265	0.08279916891384112	0.9538924008664516	0.0	0.0	3.328390952797213	4576	3.2885301178524644	4582
G5AMD1	0.7130723781388478	0.8655834564254062	0.8474889217134417	0.0	0.0	Q60585	0.5832540437678402	0.7830637488106565	0.8001902949571836	0.0	0.0	0.0213100436681222	458	0.4808799249530954	533
G5AW53	0.29713114754098363	0.5737704918032787	0.7233606557377049	0.0	0.030737704918032786	P10168	0.32968236582694416	0.7152245345016429	0.6144578313253012	0.017524644030668127	0.02628696604600219	0.0465833333333333	84	3.702863636363637	154
G5C6G3	0.24205801104972377	0.612914364640884	0.6291436464088398	0.006215469613259668	0.010704419889502763	Q8BHW2	0.22357723577235772	0.6029810298102981	0.6205962059620597	0.0031616982836495033	0.014001806684733513	7.123390688259111	494	3.556519788918205	379
G5CBC9	0.18446601941747573	0.5788834951456311	0.6055825242718447	0.06310679611650485	0.06553398058252427	Q9QZV9	0.17509247842170161	0.5869297163995068	0.5881627620221949	0.05795314426633785	0.0690505548705302	8.281414285714284	140	8.470371428571427	140
G5BNG1	0.4771205357142857	0.7087053571428571	0.7684151785714286	0.013392857142857142	0.016183035714285716	J3QNN4	0.5825242718446602	0.7890556045895851	0.793468667255075	0.0	0.01412180052956752	2.414807817589579	307	0.3595260416666664	192
G5B7F3	0.4183142559833507	0.7297953520638224	0.6885189039195283	0.00693721817551162	0.000693721817551162	G5E8I7	0.48288736776602365	0.7784691972619788	0.7044181705040448	0.003422526446795271	0.00031113876789047915	5.862372708757638	491	4.406251376146791	545
G5C4F9	0.08790523690773068	0.4625935162094763	0.6253117206982544	0.13403990024937656	0.02493765586034913	O88696	0.14563716258631512	0.576271186440678	0.5693659761456371	0.02322661644695543	0.02573760200878845	6.4554779411764684	272	6.418908088235296	272
G5BED6	0.40088321884200195	0.711972522080471	0.6889106967615309	0.006378802747791953	0.010794896957801767	O08717	0.42191373326722853	0.7441745166088249	0.6777392166584035	0.00842835894893406	0.005949429846306396	4.8474005681818175	352	6.808617142857146	350
G5BX86	0.3872519542994588	0.7368210062136701	0.6504309480857887	0.0	0.00020044097013429546	A4Q9E5	0.4706963071835385	0.7534447914752893	0.7172515157082491	0.0	0.00036744442403086535	2.511371597633138	845	1.8132545846817705	927
G5BYW2	0.4922139471902505	0.7241029113067028	0.7681110358835477	0.0	0.002369668246445498	Q8C0C7	0.46450100468854655	0.6929002009377093	0.7716008037508373	0.0	0.004018754186202277	1.0571349206349208	504	1.889935039370078	508
G5BMG1	0.4028252449305081	0.7233994076099339	0.6794258373205742	0.0	0.001367053998632946	Q91ZS8	0.38397527341892534	0.6916310033285782	0.6923442700903472	0.0	0.0016642891107941037	4.622336021505377	744	4.075819971870602	711
G5BNI0	0.5174807835358294	0.7007190676915448	0.8167617158442847	0.0	0.0014877262583684603	Q9DBY0	0.3701396348012889	0.6448979591836734	0.7252416756176154	0.0	0.0012889366272824919	0.4994578488372092	688	0.9252578616352202	795
G5ANX0	0.39626352015732547	0.7794165847263193	0.6168469354310062	0.0	0.0029498525073746312	Q6PG04	0.5149156939040207	0.7555123216601816	0.7594033722438391	0.0	0.0029182879377431907	0.2317348927875243	513	0.3511776061776062	518
G5B4M8	1.0	1.0	1.0	0.0	0.0	P70372	0.2675257731958763	0.6329896907216495	0.6345360824742268	0.003092783505154639	0.01752577319587629	3.5199452887538003	329	3.5211134969325157	326
G5BGX0	0.34122287968441817	0.6646942800788954	0.6765285996055227	0.14990138067061143	0.08481262327416174	Q8R448	0.3984526112185687	0.6866537717601547	0.7117988394584139	0.14313346228239845	0.05415860735009671	6.268375	88	14.885056179775278	89
G5B2Q4	0.5444963468678884	0.7380524613726195	0.8064438854952689	0.0	0.0	F8VPJ6	0.5316058563792703	0.7241459446897514	0.8074599116895189	0.0	0.0	1.0074985875706213	1416	1.0801137765592874	1459
G5BI75	0.5831383344803854	0.7761183757742601	0.8070199587061253	0.0	0.0	Q80WC3	0.6123743534693081	0.7805211281350639	0.8318532253342442	0.0	0.0	0.8163842759727232	2493	0.6466973592772751	2878
G5C5V8	0.34362017804154305	0.7038575667655786	0.6397626112759643	0.02195845697329377	0.013056379821958458	Q99MS8	0.3091732729331823	0.7865232163080408	0.5226500566251415	0.02491506228765572	0.013023782559456399	5.97498625429553	291	5.066650165016503	303
G5AQ52	0.23419179229480738	0.6166247906197655	0.6175670016750419	0.0	0.0	Q8C0T9	0.1517371285056509	0.6200293009627459	0.531707827542905	0.0	0.0	8.591106079404478	1612	10.62993122676581	1614
G5BXL2	0.07171314741035857	0.6374501992031872	0.4342629482071713	0.12151394422310757	0.09362549800796813	Q6UGQ3	0.2668711656441718	0.6993865030674846	0.5674846625766872	0.1058282208588957	0.0352760736196319	25.124340909090908	88	18.49358771929824	114
G5C808	0.29983987189751804	0.610088070456365	0.6897518014411529	0.007606084867894315	0.018014411529223378	Q8VE08	0.3134191176470588	0.6458333333333334	0.6675857843137255	0.006127450980392157	0.00857843137254902	6.607739952718675	423	6.580870106761568	562
G5C9E2	0.5614115490375802	0.8249312557286893	0.736480293308891	0.0	0.00458295142071494	Q9Z0Z7	0.5302343159486017	0.7721088435374149	0.7581254724111867	0.0	0.0026455026455026454	0.224172131147541	366	0.2706636771300448	446
G5B499	0.31141064373692773	0.664420171973042	0.6469904717638857	0.00046479200557750407	0.0011619800139437602	Q9D2H2	0.34345091605140826	0.6666666666666666	0.6767842493847416	0.0005468963631391851	0.0027344818156959257	4.280715862068964	725	3.071825732899023	614
G5B4Y0	0.5083260297984225	0.7681858019281332	0.7401402278702892	0.05433829973707274	0.0043821209465381246	B2RV46	0.6638696939782823	0.8321816386969397	0.8316880552813426	0.0	0.007403751233958539	2.0193094629156008	391	0.1988876080691642	347
G5B039	0.17652383826191914	0.5887145443572722	0.587809293904647	0.00724200362100181	0.003922751961375981	Q3UKJ7	0.1926514399205561	0.622972525653757	0.5696789142667991	0.003972194637537239	0.005296259516716319	5.284617021276593	564	3.442307992202728	513
G5AUE6	1.0	1.0	1.0	0.0	0.0	Q8K1Z0	0.3291621327529924	0.6534276387377584	0.675734494015234	0.0	0.01632208922742111	1.2248231292517004	294	1.212143769968051	313
G5C250	0.3990498812351544	0.7903800475059383	0.6086698337292161	0.15855106888361045	0.012470308788598575	Q9D2Y5	0.342668863261944	0.6650192202086765	0.6776496430532675	0.012081274025260845	0.017023613399231193	5.693359861591692	289	4.252846645367414	313
G5B8H4	0.1882299061140371	0.6498740554156172	0.53835585069842	0.0013739409205404168	0.003205862147927639	Q80YS9	0.21293456032719837	0.5948364008179959	0.6180981595092024	0.00843558282208589	0.003834355828220859	9.818959839357424	747	13.475478851963771	662
G5C692	0.34390804597701147	0.6627586206896552	0.6811494252873563	0.0	0.0009195402298850574	Q922X9	0.35798237022526935	0.6846229187071499	0.6733594515181195	0.0	0.0014691478942213516	4.874280487804884	738	3.775859826589593	692
G5B9Z4	0.2752442996742671	0.634527687296417	0.6407166123778502	0.0068403908794788275	0.012703583061889252	O35344	0.2802588996763754	0.6478964401294498	0.6323624595469256	0.006148867313915857	0.01262135922330097	6.857034682080926	519	6.8358080614203445	521
G5AWZ2	0.2458045409674235	0.7709772951628825	0.47482724580454094	0.24925962487660414	0.014313919052319843	P18894	0.21601581809194265	0.6183885318833415	0.5976272862086011	0.05437469105289174	0.031141868512110725	5.712795389048992	347	3.5621565217391336	345
